Fruit Ninja,126392,20,0x00000800,64,0x00000002,5838^M
Fruit Ninja,34004,17,0x00000800,64,0x00000002,7105^M
Wikipedia,200471,30,0x00000800,64,0x00000002,8377^M
Wikipedia,386997,18,0x00000800,64,0x00000002,7780^M
Wikipedia,149533,32,0x00000800,64,0x00000002,8494^M
Wikipedia,382759,18,0x00000800,64,0x00000002,7787^M
Wikipedia,40546,2,0x00000800,63,0x00000000,114^M
Wikipedia,125562,19,0x00000800,64,0x00000002,7841^M
Wikipedia,195643,30,0x00000800,64,0x00000002,8377^M
Wikipedia,466433,18,0x00000800,64,0x00000002,7787^M
Wikipedia,33905,8,0x00000800,64,0x00000002,456^M
Wikipedia,188668,30,0x00000800,64,0x00000002,8378^M
Wikipedia,103391,17,0x00000800,64,0x00000002,7727^M
Wikipedia,559,2,0x00000800,64,0x00000002,114^M
Wikipedia,204353,29,0x00000800,64,0x00000002,8326^M
Wikipedia,643,4,0x00000800,64,0x00000002,253^M
Wikipedia,550,4,0x00000800,64,0x00000002,253^M
Wikipedia,434,4,0x00000800,64,0x00000002,253^M
Wikipedia,1304,4,0x00000800,64,0x00000002,253^M
Wikipedia,271079,29,0x00000800,64,0x00000002,8325^M
Wikipedia,100146,18,0x00000800,64,0x00000002,7782^M
Wikipedia,651713,38,0x00000800,64,0x00000002,10766^M
Wikipedia,1142,4,0x00000800,64,0x00000002,253^M
Wikipedia,440,4,0x00000800,64,0x00000002,253^M
Wikipedia,1004,4,0x00000800,64,0x00000002,253^M
Wikipedia,374820,29,0x00000800,64,0x00000002,8319^M
Wikipedia,191632,18,0x00000800,64,0x00000002,7787^M
Wikipedia,332312,47,0x00000800,64,0x00000002,16103^M
Wikipedia,187502,29,0x00000800,64,0x00000002,8326^M
Wikipedia,155517,21,0x00000800,64,0x00000002,7955^M
Wikipedia,138817,29,0x00000800,64,0x00000002,8326^M
Wikipedia,252592,18,0x00000800,64,0x00000002,7788^M
Wikipedia,523044,49,0x00000800,64,0x00000002,16226^M
Wikipedia,204332,29,0x00000800,64,0x00000002,8323^M
Wikipedia,116449,17,0x00000800,64,0x00000002,7727^M
Wikipedia,248172,30,0x00000800,64,0x00000002,8378^M
Wikipedia,174225,19,0x00000800,64,0x00000002,7841^M
Wikipedia,772117,49,0x00000800,64,0x00000002,16228^M
Wikipedia,251047,33,0x00000800,64,0x00000002,8550^M
Wikipedia,170805,18,0x00000800,64,0x00000002,7788^M
Wikipedia,977,6,0x00000800,63,0x00000000,424^M
Wikipedia,546433,48,0x00000800,64,0x00000002,16166^M
Wikipedia,195641,29,0x00000800,64,0x00000002,8325^M
Wikipedia,126991,17,0x00000800,64,0x00000002,7727^M
Wikipedia,247791,31,0x00000800,64,0x00000002,8439^M
Wikipedia,200910,18,0x00000800,64,0x00000002,7787^M
Wikipedia,420833,31,0x00000800,64,0x00000002,8439^M
Wikipedia,123332,17,0x00000800,64,0x00000002,7728^M
Wikipedia,158857,29,0x00000800,64,0x00000002,8325^M
Wikipedia,201847,18,0x00000800,64,0x00000002,7786^M
Wikipedia,799078,42,0x00000800,64,0x00000002,11059^M
Wikipedia,944029,40,0x00000800,64,0x00000002,10741^M
Wikipedia,673001,40,0x00000800,64,0x00000002,10669^M
Wikipedia,818122,40,0x00000800,64,0x00000002,10670^M
Wikipedia,788747,35,0x00000800,64,0x00000002,10394^M
Wikipedia,725099,39,0x00000800,64,0x00000002,10609^M
Wikipedia,155130,38,0x00000800,64,0x00000002,10556^M
Wikipedia,686682,41,0x00000800,64,0x00000002,10801^M
Wikipedia,806714,38,0x00000800,64,0x00000002,10562^M
Wikipedia,949050,39,0x00000800,64,0x00000002,10617^M
Wikipedia,200014,29,0x00000800,64,0x00000002,8325^M
Wikipedia,139300,17,0x00000800,64,0x00000002,7727^M
Wikipedia,34520,8,0x00000800,64,0x00000002,456^M
Wikipedia,205376,31,0x00000800,64,0x00000002,8438^M
Wikipedia,440129,18,0x00000800,64,0x00000002,7787^M
Wikipedia,29903,8,0x00000800,64,0x00000002,456^M
Wikipedia,209242,29,0x00000800,64,0x00000002,8325^M
Wikipedia,127870,17,0x00000800,64,0x00000002,7726^M
Wikipedia,38232,8,0x00000800,64,0x00000002,456^M
Wikipedia,164904,30,0x00000800,64,0x00000002,8377^M
Wikipedia,97600,20,0x00000800,64,0x00000002,7895^M
Wikipedia,39963,2,0x00000800,63,0x00000000,114^M
Wikipedia,444373,50,0x00000800,64,0x00000002,16281^M
Wikipedia,34064,8,0x00000800,64,0x00000002,456^M
Wikipedia,767714,44,0x00000800,64,0x00000002,15913^M
Wikipedia,219234,39,0x00000800,64,0x00000002,10828^M
Wikipedia,36079,8,0x00000800,64,0x00000002,456^M
Wikipedia,533930,49,0x00000800,64,0x00000002,16226^M
Wikipedia,45572,8,0x00000800,64,0x00000002,456^M
Wikipedia,202378,31,0x00000800,64,0x00000002,8440^M
Wikipedia,375728,18,0x00000800,64,0x00000002,7781^M
Wikipedia,44194,8,0x00000800,64,0x00000002,456^M
Wikipedia,131670,29,0x00000800,64,0x00000002,8319^M
Wikipedia,226231,30,0x00000800,64,0x00000002,8384^M
Wikipedia,144913,18,0x00000800,64,0x00000002,7787^M
Wikipedia,216974,29,0x00000800,64,0x00000002,8323^M
Wikipedia,121715,17,0x00000800,64,0x00000002,7728^M
Wikipedia,198563,31,0x00000800,64,0x00000002,8437^M
Wikipedia,158831,18,0x00000800,64,0x00000002,7787^M
Wikipedia,179127,30,0x00000800,64,0x00000002,8379^M
Wikipedia,262400,19,0x00000800,64,0x00000002,7841^M
Wikipedia,30130,8,0x00000800,64,0x00000002,456^M
Wikipedia,203058,30,0x00000800,64,0x00000002,8378^M
Wikipedia,48051,5,0x00000800,64,0x00000002,483^M
Wikipedia,199492,29,0x00000800,64,0x00000002,8322^M
Wikipedia,184566,18,0x00000800,64,0x00000002,7787^M
Wikipedia,239697,29,0x00000800,64,0x00000002,8324^M
Wikipedia,129728,17,0x00000800,64,0x00000002,7726^M
Wikipedia,33512,8,0x00000800,64,0x00000002,456^M
Wikipedia,212570,30,0x00000800,64,0x00000002,8379^M
Wikipedia,185926,18,0x00000800,64,0x00000002,7788^M
Wikipedia,133448,29,0x00000800,64,0x00000002,8323^M
Wikipedia,361949,18,0x00000800,64,0x00000002,5225^M
Wikipedia,187021,29,0x00000800,64,0x00000002,8323^M
Wikipedia,208792,18,0x00000800,64,0x00000002,7787^M
